UniqueCarrier,FlightNum,Year,Month,DayofMonth,Origin,Dest,Distance
WN,23,2011,8,18,HOU,PHL,1336
CO,1062,2011,12,30,IAH,BWI,1235
UA,230,2011,10,13,IAH,ORD,925
CO,1270,2011,12,14,IAH,DFW,224
CO,1226,2011,10,13,IAH,ORD,925
DL,54,2011,2,4,IAH,ATL,689
XE,2637,2011,3,8,IAH,TUL,429
XE,2591,2011,2,21,IAH,DAL,217
WN,863,2011,8,2,HOU,LIT,393
WN,6,2011,5,9,HOU,DAL,239
CO,1679,2011,6,9,IAH,SAT,191
WN,217,2011,10,28,HOU,LAX,1390
WN,40,2011,4,12,HOU,DAL,239
WN,2984,2011,1,18,HOU,MSY,303
CO,1741,2011,7,31,IAH,TPA,787
WN,478,2011,12,19,HOU,BNA,670
XE,2782,2011,5,22,IAH,TYS,772
XE,2161,2011,6,4,IAH,PBI,956
CO,1544,2011,4,2,IAH,CLE,1091
XE,4528,2011,11,28,IAH,JAX,817
WN,837,2011,9,7,HOU,MSY,302
CO,1576,2011,8,14,IAH,CLE,1091
OO,1124,2011,5,4,IAH,CMH,986
CO,409,2011,4,27,IAH,IAD,1190
CO,644,2011,6,2,IAH,CLE,1091
WN,2320,2011,9,2,HOU,MSY,302
XE,2253,2011,9,30,IAH,TUL,429
XE,2050,2011,3,13,IAH,RIC,1157
WN,2170,2011,9,11,HOU,MDW,937
XE,3038,2011,1,6,IAH,BNA,657
DL,1235,2011,4,27,IAH,ATL,689
WN,3874,2011,3,19,HOU,HRL,276
WN,1815,2011,1,2,HOU,JAN,359
CO,1547,2011,7,25,IAH,ORD,925
XE,3027,2011,8,13,IAH,HRL,295
WN,2797,2011,7,27,HOU,AUS,148
MQ,3717,2011,11,29,IAH,ORD,925
WN,450,2011,8,13,HOU,LAS,1235
WN,420,2011,2,14,HOU,MDW,937
WN,2690,2011,3,19,HOU,MSY,303
WN,1359,2011,11,6,HOU,JAN,359
XE,4622,2011,11,3,IAH,CMH,986
XE,2800,2011,4,26,IAH,XNA,438
MQ,3328,2011,5,17,HOU,DFW,247
OO,5808,2011,7,20,IAH,COS,809
CO,1483,2011,7,4,IAH,LGA,1416
XE,2800,2011,1,27,IAH,XNA,438
WN,3940,2011,9,8,HOU,MSY,302
CO,1652,2011,11,4,IAH,SFO,1635
WN,1867,2011,5,9,HOU,CRP,187
OO,5195,2011,12,24,IAH,OMA,781
XE,2386,2011,6,12,IAH,GSO,986
XE,2520,2011,1,20,IAH,CVG,871
WN,2801,2011,2,27,HOU,MSY,303
CO,1251,2011,9,19,IAH,SNA,1346
CO,1115,2011,12,29,IAH,SEA,1874
CO,1544,2011,1,29,IAH,CLE,1091
XE,2133,2011,2,6,IAH,LIT,374
OO,5820,2011,7,13,IAH,MAF,429
MQ,3216,2011,5,12,HOU,DFW,247
OO,4484,2011,8,9,IAH,SLC,1195
WN,3,2011,3,3,HOU,JAN,359
FL,288,2011,5,5,HOU,ATL,696
CO,1629,2011,12,9,IAH,SNA,1346
CO,1233,2011,12,15,IAH,AUS,140
CO,297,2011,6,15,IAH,LAS,1222
AA,1505,2011,3,14,IAH,DFW,224
EV,4927,2011,12,20,IAH,DTW,1075
XE,4710,2011,12,16,IAH,CRP,201
WN,1094,2011,4,26,HOU,MDW,937
CO,62,2011,1,3,IAH,EWR,1400
US,1978,2011,5,27,IAH,CLT,913
CO,397,2011,2,20,IAH,LAS,1222
XE,2161,2011,5,21,IAH,PBI,956
MQ,3762,2011,7,4,IAH,LAX,1379
CO,442,2011,2,22,IAH,TUL,429
OO,5806,2011,8,5,IAH,ATL,689
XE,2675,2011,8,2,IAH,DFW,224
XE,2334,2011,7,13,IAH,SAV,851
WN,198,2011,7,27,HOU,MDW,937
WN,552,2011,7,2,HOU,DAL,239
CO,1284,2011,9,27,IAH,CLE,1091
CO,1848,2011,7,26,IAH,LAS,1222
CO,806,2011,6,29,IAH,IAD,1190
XE,2252,2011,9,7,IAH,ICT,542
WN,20,2011,8,23,HOU,DAL,239
XE,4562,2011,11,7,IAH,CRP,201
CO,404,2011,3,7,IAH,IAD,1190
UA,776,2011,5,22,IAH,DEN,862
CO,570,2011,2,10,IAH,SFO,1635
WN,419,2011,10,5,HOU,PHX,1020
CO,1492,2011,3,19,IAH,CMH,986
CO,1589,2011,1,8,IAH,SAN,1303
CO,1548,2011,5,17,IAH,FLL,965
XE,2280,2011,5,13,IAH,PNS,489
MQ,2870,2011,4,7,HOU,DFW,247
CO,1544,2011,7,1,IAH,CLE,1091
CO,1427,2011,1,18,IAH,CLT,913
XE,2334,2011,8,18,IAH,SAV,851
XE,2618,2011,2,21,IAH,SDF,788
WN,509,2011,10,14,HOU,BNA,670
XE,2042,2011,4,25,IAH,BHM,562
XE,4484,2011,12,7,IAH,CLT,912
XE,2881,2011,5,9,IAH,BNA,657
US,270,2011,8,2,IAH,PHX,1009
XE,2515,2011,4,16,IAH,HRL,295
XE,4090,2011,10,16,IAH,GRR,1042
CO,1503,2011,12,31,IAH,ORD,925
XE,3040,2011,2,15,IAH,BHM,562
EV,5220,2011,10,31,IAH,MEM,468
CO,1198,2011,12,6,IAH,SEA,1874
XE,4326,2011,10,14,IAH,DFW,224
XE,4568,2011,10,5,IAH,BRO,308
CO,1261,2011,11,20,IAH,AUS,140
XE,2010,2011,7,19,IAH,SDF,788
XE,4532,2011,11,18,IAH,OMA,781
WN,2061,2011,10,10,HOU,BWI,1246
CO,1029,2011,9,18,IAH,MSY,305
WN,2090,2011,10,4,HOU,TUL,453
XE,2470,2011,3,11,IAH,MSP,1034
CO,1511,2011,1,21,IAH,SNA,1347
CO,1411,2011,9,12,IAH,RDU,1042
XE,4458,2011,12,17,IAH,DFW,224
XE,2489,2011,1,1,IAH,IND,845
FL,298,2011,3,21,HOU,ATL,696
CO,382,2011,3,5,IAH,BOS,1597
XE,3092,2011,1,2,IAH,MCI,643
CO,1816,2011,8,5,IAH,LGA,1416
WN,834,2011,7,6,HOU,MSY,302
OO,5628,2011,9,2,IAH,ORD,925
WN,621,2011,12,1,HOU,TUL,453
XE,4419,2011,11,28,IAH,PNS,489
US,362,2011,10,16,IAH,PHX,1009
XE,3105,2011,3,15,IAH,LIT,374
EV,5190,2011,3,11,HOU,ATL,696
CO,1733,2011,12,31,IAH,SAN,1303
OO,1191,2011,4,17,IAH,SLC,1195
XE,2750,2011,7,16,IAH,HSV,595
MQ,2870,2011,6,4,HOU,DFW,247
XE,2346,2011,6,4,IAH,HSV,595
WN,1808,2011,9,4,HOU,MSY,302
CO,1416,2011,1,12,IAH,SJC,1609
US,1696,2011,10,9,IAH,CLT,912
CO,1277,2011,11,18,IAH,SAN,1303
CO,409,2011,6,3,IAH,IAD,1190
WN,20,2011,4,4,HOU,DAL,239
XE,4376,2011,12,30,IAH,MOB,427
CO,1583,2011,2,22,IAH,AUS,140
XE,2427,2011,3,13,IAH,LBB,458
CO,358,2011,5,10,IAH,DCA,1208
WN,2908,2011,9,13,HOU,OKC,419
CO,544,2011,3,16,IAH,CLE,1091
XE,2731,2011,3,6,IAH,SHV,192
OO,1129,2011,7,12,IAH,ATL,689
XE,2314,2011,4,24,IAH,OMA,781
XE,4223,2011,10,19,IAH,SDF,788
CO,1011,2011,9,23,IAH,LAX,1379
DL,1675,2011,7,14,IAH,ATL,689
AA,1948,2011,10,21,IAH,DFW,224
XE,3004,2011,2,24,IAH,MKE,984
WN,15,2011,5,3,HOU,GSP,845
CO,1740,2011,11,22,IAH,TPA,787
UA,774,2011,7,14,IAH,DEN,862
OO,1137,2011,7,7,IAH,MSP,1034
AA,1294,2011,9,25,IAH,MIA,964
AS,731,2011,11,3,IAH,SEA,1874
XE,2847,2011,6,10,IAH,TUS,936
CO,489,2011,3,16,IAH,SJC,1609
US,1616,2011,12,21,IAH,CLT,912
WN,1745,2011,5,21,HOU,MSY,303
XE,2651,2011,2,26,IAH,ATL,689
XE,2597,2011,1,5,IAH,SAV,851
CO,756,2011,3,12,IAH,SNA,1347
WN,1771,2011,8,15,HOU,TPA,781
OO,1151,2011,5,9,IAH,ELP,667
WN,2,2011,7,18,HOU,DAL,239
CO,146,2011,1,21,IAH,ORD,925
WN,43,2011,7,13,HOU,CRP,187
CO,1689,2011,2,16,IAH,SAN,1303
XE,2954,2011,7,31,IAH,MOB,427
XE,3150,2011,2,4,IAH,STL,668
OO,1199,2011,6,6,IAH,AUS,140
XE,2811,2011,4,17,IAH,MOB,427
CO,232,2011,3,17,IAH,LGA,1416
CO,1045,2011,10,9,IAH,LAS,1222
WN,5,2011,9,23,HOU,OKC,419
XE,2399,2011,2,19,IAH,BTR,253
WN,27,2011,11,9,HOU,CRP,187
XE,4580,2011,12,19,IAH,BHM,562
UA,230,2011,10,14,IAH,ORD,925
WN,28,2011,10,3,HOU,DAL,239
CO,479,2011,4,20,IAH,SAT,191
XE,3008,2011,2,12,IAH,IAD,1190
CO,158,2011,5,6,IAH,DCA,1208
CO,544,2011,2,21,IAH,CLE,1091
XE,2503,2011,5,31,IAH,ATL,689
XE,2418,2011,3,23,IAH,LCH,127
XE,2796,2011,2,7,IAH,ATL,689
XE,4185,2011,10,29,IAH,OKC,395
CO,497,2011,1,28,IAH,LAS,1222
CO,1250,2011,12,14,IAH,SNA,1346
XE,2301,2011,5,14,IAH,MLU,262
WN,3318,2011,7,21,HOU,MDW,937
XE,4336,2011,11,3,IAH,BHM,562
MQ,3796,2011,9,20,IAH,ORD,925
WN,43,2011,12,30,HOU,STL,687
US,1122,2011,6,8,IAH,CLT,913
OO,5240,2011,10,5,IAH,MCI,643
OO,5825,2011,8,20,IAH,DAL,216
CO,270,2011,4,18,IAH,SFO,1635
XE,4444,2011,10,8,IAH,DFW,224
CO,697,2011,2,3,IAH,LAS,1222
XE,2415,2011,8,18,IAH,CLT,912
XE,4179,2011,12,14,IAH,GSO,987
CO,220,2011,5,29,IAH,PHX,1009
CO,1137,2011,12,10,IAH,DCA,1208
XE,2470,2011,3,23,IAH,MSP,1034
WN,2607,2011,2,12,HOU,CRP,187
CO,1541,2011,3,16,IAH,AUS,140
XE,2069,2011,4,11,IAH,LRD,301
WN,741,2011,3,24,HOU,OKC,419
CO,1690,2011,3,31,IAH,MIA,964
XE,2907,2011,3,10,IAH,LFT,201
WN,1553,2011,6,13,HOU,MDW,937
CO,1420,2011,8,23,IAH,ONT,1334
CO,1786,2011,4,24,IAH,ORD,925
XE,4608,2011,9,29,IAH,HRL,295
B6,620,2011,7,29,HOU,JFK,1428
CO,1840,2011,3,12,IAH,MCO,853
CO,1423,2011,3,7,IAH,MSY,305
CO,1690,2011,1,6,IAH,MIA,964
US,1697,2011,3,14,IAH,CLT,913
XE,2473,2011,8,24,IAH,MOB,427
CO,520,2011,6,12,IAH,PHX,1009
XE,3000,2011,2,3,IAH,BTR,253
DL,54,2011,2,11,IAH,ATL,689
XE,3120,2011,4,30,IAH,LIT,374
XE,3000,2011,7,9,IAH,BTR,253
WN,113,2011,9,8,HOU,LAX,1390
EV,4989,2011,8,10,IAH,DTW,1075
OO,5186,2011,11,7,IAH,CVG,871
XE,4384,2011,10,29,IAH,GJT,979
CO,1791,2011,7,23,IAH,LAX,1379
CO,1470,2011,8,18,IAH,RNO,1530
CO,1714,2011,10,17,IAH,SMF,1609
WN,32,2011,7,13,HOU,DAL,239
XE,3033,2011,6,17,IAH,AMA,519
CO,1246,2011,12,6,IAH,EWR,1400
XE,2213,2011,3,21,IAH,XNA,438
WN,572,2011,5,28,HOU,LAX,1390
WN,60,2011,9,28,HOU,DAL,239
XE,4177,2011,10,8,IAH,SHV,192
XE,2550,2011,8,12,IAH,BHM,562
AA,426,2011,8,9,IAH,DFW,224
XE,2361,2011,1,23,IAH,TUL,429
XE,4283,2011,12,2,IAH,IND,844
WN,683,2011,11,30,HOU,MSY,302
WN,31,2011,6,30,HOU,CRP,187
US,1702,2011,10,31,IAH,CLT,912
EV,5399,2011,2,25,IAH,DTW,1076
CO,1706,2011,10,24,IAH,RDU,1042
WN,2965,2011,12,23,HOU,LIT,393
XE,2967,2011,1,31,IAH,LBB,458
WN,261,2011,9,20,HOU,GSP,845
XE,2050,2011,1,25,IAH,RIC,1157
WN,6,2011,1,6,HOU,DAL,239
CO,358,2011,6,23,IAH,DCA,1208
WN,1767,2011,5,19,HOU,MDW,937
XE,2649,2011,8,31,IAH,LRD,301
CO,232,2011,5,24,IAH,LGA,1416
CO,1470,2011,4,16,IAH,RNO,1530
CO,1798,2011,7,24,IAH,DFW,224
OO,5218,2011,12,6,IAH,MCI,643
WN,628,2011,1,9,HOU,STL,687
OO,5800,2011,2,23,IAH,ATL,689
XE,2598,2011,6,9,IAH,MCI,643
WN,51,2011,8,8,HOU,MCO,849
CO,1646,2011,5,2,IAH,ORD,925
XE,2192,2011,1,6,IAH,MAF,429
XE,2493,2011,6,22,IAH,ICT,542
XE,3036,2011,8,8,IAH,CHS,925
WN,629,2011,8,5,HOU,BNA,670
WN,1756,2011,11,8,HOU,LIT,393
OO,5191,2011,12,19,IAH,MSP,1034
XE,2723,2011,1,28,IAH,OKC,395
WN,939,2011,5,19,HOU,HRL,276
CO,1537,2011,7,31,IAH,BOS,1597
MQ,3719,2011,9,11,IAH,LAX,1379
OO,5820,2011,8,12,IAH,MAF,429
WN,15,2011,10,17,HOU,LAS,1235
CO,1140,2011,11,16,IAH,PHX,1009
WN,1508,2011,10,21,HOU,LAX,1390
CO,559,2011,5,18,IAH,SNA,1347
XE,2429,2011,7,5,IAH,MAF,429
CO,279,2011,5,9,IAH,SAT,191
XE,2773,2011,2,8,IAH,JAN,351
CO,746,2011,1,1,IAH,ORD,925
CO,408,2011,5,22,IAH,EWR,1400
EV,4927,2011,11,27,IAH,DTW,1075
CO,1441,2011,7,13,IAH,AUS,140
OO,1153,2011,6,7,IAH,OMA,781
AS,731,2011,4,14,IAH,SEA,1874
XE,4630,2011,10,21,IAH,PNS,489
CO,810,2011,1,30,IAH,EWR,1400
CO,1674,2011,8,25,IAH,MSY,305
CO,150,2011,4,1,IAH,ONT,1334
CO,1097,2011,11,29,IAH,LAX,1379
WN,2795,2011,2,16,HOU,PHX,1020
CO,1844,2011,7,19,IAH,CLE,1091
CO,1249,2011,9,14,IAH,SJC,1608
XE,2804,2011,4,7,IAH,MEM,469
OO,1110,2011,1,9,IAH,COS,809
XE,2891,2011,6,8,IAH,JAN,351
MQ,3762,2011,7,21,IAH,LAX,1379
WN,1366,2011,12,20,HOU,HRL,277
XE,2396,2011,5,9,IAH,CLT,913
WN,848,2011,7,1,HOU,TUL,453
WN,4,2011,2,25,HOU,DAL,239
XE,3022,2011,4,30,IAH,GPT,376
XE,2974,2011,5,27,IAH,STL,668
CO,1546,2011,11,12,IAH,EWR,1400
MQ,3328,2011,6,13,HOU,DFW,247
OO,1197,2011,8,6,IAH,CLT,912
WN,1222,2011,7,13,HOU,OAK,1642
F9,145,2011,12,29,HOU,DEN,883
CO,1756,2011,6,10,IAH,ATL,689
CO,240,2011,5,2,IAH,FLL,965
US,138,2011,7,30,IAH,PHX,1009
CO,1606,2011,10,19,IAH,DCA,1208
OO,2030,2011,8,22,IAH,DFW,224
XE,2525,2011,4,22,IAH,GPT,376
CO,1268,2011,11,23,IAH,PHL,1325
XE,4389,2011,12,30,IAH,OMA,781
XE,2495,2011,8,23,IAH,BHM,562
CO,47,2011,7,4,IAH,LAX,1379
AA,1033,2011,12,9,IAH,DFW,224
XE,4152,2011,11,6,IAH,LIT,374
UA,855,2011,4,29,IAH,SFO,1635
XE,4437,2011,12,20,IAH,VPS,528
WN,12,2011,3,10,HOU,DAL,239
XE,3022,2011,7,13,IAH,GPT,376
XE,2587,2011,8,28,IAH,RSW,861
CO,1015,2011,8,13,IAH,PDX,1825
DL,810,2011,7,10,IAH,ATL,689
XE,4560,2011,12,3,IAH,CRP,201
XE,4698,2011,11,4,IAH,VPS,528
CO,1015,2011,10,4,IAH,DEN,862
XE,2200,2011,4,9,IAH,OKC,395
XE,2240,2011,2,7,IAH,RDU,1043
OO,5223,2011,12,11,IAH,TUS,936
CO,1006,2011,9,2,IAH,ORD,925
MQ,3796,2011,8,29,IAH,ORD,925
XE,3102,2011,3,18,IAH,MAF,429
XE,4283,2011,10,30,IAH,IND,844
XE,3096,2011,6,21,IAH,CMH,986
CO,1448,2011,1,24,IAH,FLL,965
CO,62,2011,7,25,IAH,EWR,1400
WN,3192,2011,1,24,HOU,SAN,1312
CO,1074,2011,11,23,IAH,CLE,1091
CO,1484,2011,7,14,IAH,RNO,1530
F9,376,2011,1,28,HOU,DEN,883
DL,54,2011,10,16,IAH,ATL,689
WN,2644,2011,11,16,HOU,ELP,677
WN,52,2011,3,10,HOU,DAL,239
XE,2568,2011,1,2,IAH,DSM,802
OO,1154,2011,6,8,IAH,ORF,1201
OO,1110,2011,1,20,IAH,COS,809
XE,4558,2011,11,25,IAH,CRP,201
CO,1027,2011,10,26,IAH,DTW,1075
XE,2432,2011,5,17,IAH,PBI,956
XE,2803,2011,6,10,IAH,SHV,192
CO,738,2011,1,16,IAH,SAN,1303
XE,2492,2011,4,27,IAH,RDU,1043
XE,2695,2011,5,8,IAH,BHM,562
XE,2967,2011,8,11,IAH,LBB,458
CO,417,2011,4,28,IAH,SAN,1303
CO,128,2011,10,23,IAH,MSY,305
CO,1717,2011,6,19,IAH,SAN,1303
WN,155,2011,5,16,HOU,SAT,192
CO,1038,2011,10,21,IAH,SAT,191
WN,1932,2011,4,22,HOU,TPA,781
WN,31,2011,7,29,HOU,CRP,187
XE,2433,2011,3,25,IAH,LBB,458
CO,1557,2011,8,18,IAH,SAT,191
XE,2033,2011,4,28,IAH,BTR,253
XE,2183,2011,3,20,IAH,SAT,191
CO,1723,2011,12,14,IAH,ONT,1334
CO,1099,2011,2,13,IAH,DEN,862
CO,1600,2011,11,6,IAH,RSW,861
MQ,3216,2011,4,1,HOU,DFW,247
WN,24,2011,11,17,HOU,DAL,239
WN,301,2011,5,23,HOU,OAK,1642
CO,232,2011,2,22,IAH,LGA,1416
WN,3933,2011,11,22,HOU,SAT,192
XE,2976,2011,7,19,IAH,MCI,643
WN,586,2011,9,17,HOU,BNA,670
MQ,3796,2011,8,15,IAH,ORD,925
XE,2308,2011,7,29,IAH,BRO,308
CO,89,2011,6,6,IAH,EWR,1400
WN,3509,2011,1,23,HOU,TPA,781
WN,1072,2011,4,4,HOU,LAS,1235
WN,3964,2011,6,18,HOU,BWI,1246
XE,2380,2011,7,9,IAH,AVL,834
CO,1097,2011,9,4,IAH,LAX,1379
WN,2218,2011,5,12,HOU,SAT,192
CO,770,2011,4,22,IAH,SFO,1635
CO,47,2011,3,9,IAH,LAX,1379
XE,3028,2011,8,22,IAH,IAD,1190
XE,2651,2011,5,25,IAH,MCI,643
WN,56,2011,11,9,HOU,DAL,239
CO,1151,2011,10,18,IAH,PDX,1825
CO,1421,2011,3,21,IAH,ORD,925
US,1015,2011,2,7,IAH,CLT,913
WN,3768,2011,3,5,HOU,LAX,1390
XE,3120,2011,1,18,IAH,LIT,374
WN,2506,2011,8,20,HOU,MSY,302
OO,1139,2011,8,5,IAH,OMA,781
WN,1343,2011,10,7,HOU,BHM,570
CO,1715,2011,1,9,IAH,ABQ,744
CO,1639,2011,11,27,IAH,SAT,191
XE,2559,2011,8,4,IAH,LFT,201
XE,4348,2011,11,1,IAH,OMA,781
CO,241,2011,2,4,IAH,AUS,140
CO,597,2011,6,19,IAH,LAS,1222
XE,4475,2011,10,28,IAH,RIC,1157
WN,20,2011,3,22,HOU,DAL,239
CO,1010,2011,1,11,IAH,EWR,1400
CO,1268,2011,12,13,IAH,PHL,1325
XE,2001,2011,2,2,IAH,LFT,201
WN,215,2011,3,13,HOU,STL,687
CO,682,2011,4,15,IAH,BOS,1597
WN,955,2011,5,25,HOU,PHX,1020
CO,1524,2011,10,18,IAH,EWR,1400
XE,2010,2011,6,18,IAH,SDF,788
CO,1572,2011,9,9,IAH,MSY,305
XE,2629,2011,2,21,IAH,GSP,838
XE,3096,2011,1,13,IAH,CMH,986
WN,355,2011,9,23,HOU,STL,687
XE,2815,2011,7,12,IAH,SDF,788
OO,1108,2011,7,31,IAH,TUS,936
XE,4382,2011,12,5,IAH,CLT,912
CO,190,2011,5,30,IAH,MIA,964
CO,1603,2011,7,10,IAH,SAN,1303
OO,5803,2011,7,16,IAH,AUS,140
CO,1266,2011,11,1,IAH,TPA,787
WN,676,2011,6,18,HOU,DAL,239
CO,510,2011,4,13,IAH,EWR,1400
XE,2499,2011,6,6,IAH,ABQ,744
CO,1623,2011,4,8,IAH,MSY,305
XE,2488,2011,5,14,IAH,CLT,913
XE,3040,2011,6,10,IAH,BHM,562
XE,2576,2011,2,7,IAH,BHM,562
OO,1147,2011,6,12,IAH,MCI,643
XE,2400,2011,4,26,IAH,MCO,853
XE,2009,2011,8,10,IAH,BTR,253
WN,38,2011,9,7,HOU,DAL,239
CO,1000,2011,8,1,IAH,DTW,1075
WN,1918,2011,7,9,HOU,STL,687
OO,4455,2011,5,2,IAH,SLC,1195
XE,2235,2011,9,27,IAH,HOB,501
XE,3137,2011,3,6,IAH,LEX,828
WN,464,2011,2,11,HOU,JAN,359
CO,137,2011,7,26,IAH,LAX,1379
WN,690,2011,6,11,HOU,MSY,303
OO,4489,2011,3,18,IAH,SLC,1195
XE,2060,2011,1,13,IAH,CVG,871
WN,859,2011,8,9,HOU,MSY,302
XE,3002,2011,3,3,IAH,BNA,657
WN,230,2011,8,8,HOU,JAN,359
CO,442,2011,3,23,IAH,TUL,429
XE,2809,2011,5,1,IAH,CRP,201
CO,1794,2011,7,17,IAH,ORD,925
CO,1648,2011,11,4,IAH,FLL,965
CO,1516,2011,8,30,IAH,DEN,862
WN,1707,2011,9,15,HOU,MSY,302
CO,212,2011,3,14,IAH,SJU,2007
CO,1868,2011,5,10,IAH,FLL,965
CO,510,2011,2,13,IAH,EWR,1400
DL,54,2011,1,12,IAH,ATL,689
MQ,3390,2011,8,12,HOU,DFW,247
XE,2791,2011,8,14,IAH,CVG,871
OO,2059,2011,9,12,IAH,ELP,667
XE,2944,2011,2,23,IAH,MEM,469
WN,38,2011,1,23,HOU,DAL,239
CO,1689,2011,2,20,IAH,SAN,1303
CO,667,2011,2,23,IAH,SEA,1874
CO,1145,2011,12,7,IAH,SAT,191
WN,2601,2011,12,4,HOU,ELP,677
CO,1446,2011,8,27,IAH,SFO,1635
XE,2288,2011,5,19,IAH,DAY,929
CO,1623,2011,5,30,IAH,MSY,305
OO,1179,2011,6,24,IAH,MKE,984
WN,16,2011,12,20,HOU,DAL,239
XE,2477,2011,3,15,IAH,JAX,817
XE,2456,2011,9,12,IAH,VPS,528
WN,1125,2011,5,29,HOU,OKC,419
WN,997,2011,5,12,HOU,LAX,1390
CO,1621,2011,10,31,IAH,LGA,1416
CO,1235,2011,10,28,IAH,DTW,1075
XE,2712,2011,5,27,IAH,DSM,802
WN,42,2011,1,28,HOU,DAL,239
CO,1118,2011,11,12,IAH,SFO,1635
XE,4382,2011,11,22,IAH,CLT,912
CO,1609,2011,11,17,IAH,SMF,1609
XE,4595,2011,9,22,IAH,GRR,1042
XE,2276,2011,9,6,IAH,CVG,871
XE,4470,2011,11,4,IAH,GRR,1042
XE,2442,2011,3,15,IAH,LFT,201
MQ,3717,2011,10,13,IAH,ORD,925
XE,2529,2011,8,18,IAH,STL,667
CO,1482,2011,7,21,IAH,MSY,305
WN,574,2011,4,16,HOU,PHX,1020
XE,3059,2011,8,29,IAH,MOB,427
CO,1540,2011,5,25,IAH,EWR,1400
F9,145,2011,5,6,HOU,DEN,883
CO,1417,2011,3,29,IAH,PIT,1117
CO,1266,2011,12,29,IAH,MIA,964
WN,45,2011,5,10,HOU,BWI,1246
DL,54,2011,9,16,IAH,ATL,689
XE,2456,2011,5,8,IAH,DFW,224
XE,4473,2011,10,14,IAH,CLT,912
XE,2481,2011,9,30,IAH,CRP,201
XE,2453,2011,2,24,IAH,BRO,308
WN,1954,2011,7,4,HOU,MDW,937
OO,1149,2011,4,20,IAH,ATL,689
CO,1838,2011,7,21,IAH,PHX,1009
XE,4511,2011,11,10,IAH,SDF,788
OO,5257,2011,11,20,IAH,STL,667
XE,4710,2011,9,19,IAH,GPT,376
WN,611,2011,2,8,HOU,DEN,883
CO,1533,2011,7,9,IAH,AUS,140
US,1696,2011,4,30,IAH,CLT,913
XE,4667,2011,10,26,IAH,BNA,657
XE,2386,2011,3,26,IAH,GSO,986
CO,197,2011,2,27,IAH,LAS,1222
XE,2631,2011,6,28,IAH,LFT,201
WN,1592,2011,10,5,HOU,DEN,883
XE,2568,2011,8,12,IAH,RIC,1157
XE,3004,2011,8,10,IAH,MKE,984
CO,167,2011,6,3,IAH,SEA,1874
CO,1439,2011,8,2,IAH,BWI,1235
WN,1509,2011,2,17,HOU,SAN,1312
WN,1592,2011,10,19,HOU,DEN,883
XE,2259,2011,6,14,IAH,DFW,224
XE,2755,2011,7,1,IAH,ELP,667
CO,1629,2011,5,26,IAH,SNA,1347
XE,2344,2011,9,1,IAH,CMH,986
XE,2652,2011,8,1,IAH,CHS,925
MQ,2870,2011,8,29,HOU,DFW,247
WN,676,2011,3,30,HOU,LAS,1235
WN,1390,2011,8,30,HOU,STL,687
CO,408,2011,6,20,IAH,EWR,1400
WN,853,2011,4,10,HOU,MSY,303
WN,2378,2011,1,27,HOU,JAN,359
WN,1056,2011,5,24,HOU,OKC,419
XE,3092,2011,4,4,IAH,MCI,643
WN,1952,2011,10,2,HOU,MDW,937
OO,5806,2011,7,13,IAH,ATL,689
CO,658,2011,3,14,IAH,DCA,1208
XE,3038,2011,6,14,IAH,BNA,657
CO,1106,2011,8,23,IAH,MSY,305
WN,3403,2011,1,27,HOU,TUL,453
UA,552,2011,3,27,IAH,IAD,1190
WN,834,2011,6,16,HOU,MSY,303
DL,54,2011,11,25,IAH,ATL,689
US,1702,2011,11,9,IAH,CLT,912
OO,5194,2011,11,18,IAH,ORF,1201
WN,203,2011,7,3,HOU,BNA,670
OO,5168,2011,10,30,IAH,OMA,781
WN,2170,2011,9,12,HOU,MDW,937
CO,1674,2011,9,30,IAH,DCA,1208
MQ,3390,2011,7,25,HOU,DFW,247
CO,408,2011,2,20,IAH,EWR,1400
CO,1600,2011,3,22,IAH,DFW,224
OO,1197,2011,7,9,IAH,CLT,912
XE,4439,2011,10,3,IAH,IND,844
XE,2024,2011,4,16,IAH,MSP,1034
AA,1534,2011,7,1,IAH,DFW,224
CO,1680,2011,10,30,IAH,SFO,1635
CO,532,2011,4,29,IAH,LGA,1416
XE,4653,2011,12,21,IAH,CLT,912
XE,3002,2011,2,25,IAH,BNA,657
DL,1590,2011,8,14,IAH,ATL,689
XE,2433,2011,7,8,IAH,LBB,458
WN,15,2011,12,11,HOU,CRP,187
DL,1675,2011,9,23,IAH,ATL,689
XE,2105,2011,8,19,IAH,GRR,1042
CO,1714,2011,11,29,IAH,SMF,1609
CO,1459,2011,4,12,IAH,SNA,1347
XE,2680,2011,8,3,IAH,HOB,501
XE,4658,2011,11,15,IAH,BHM,562
CO,52,2011,9,2,IAH,LAX,1379
XE,2605,2011,2,27,IAH,DAL,217
XE,2122,2011,3,24,IAH,MSP,1034
AA,1068,2011,4,6,IAH,MIA,964
AA,1788,2011,12,11,IAH,DFW,224
CO,275,2011,1,28,IAH,DEN,862
XE,2591,2011,3,23,IAH,DAL,217
OO,1114,2011,1,23,IAH,COS,809
US,270,2011,2,10,IAH,PHX,1009
EV,5190,2011,4,11,HOU,ATL,696
OO,5181,2011,12,2,IAH,COS,809
CO,1662,2011,11,27,IAH,ORD,925
WN,1926,2011,9,21,HOU,MAF,441
XE,3138,2011,1,1,IAH,SAT,191
XE,4368,2011,12,19,IAH,MFE,316
